longitude,latitude,system,turbidity,B2,B3,B4,dwl,ndti
-97.26235,31.59064,waco,16.21,2812,3094,2862,570.33538818359375,-0.03895231699126931
-97.26235,31.59064,waco,16.21,2812,3094,2862,570.33538818359375,-0.03895231699126931
-97.26235,31.59065,waco,16.22,2812,3094,2862,570.33538818359375,-0.03895231699126931
-97.26235,31.59065,waco,16.25,2812,3094,2862,570.33538818359375,-0.03895231699126931
-97.26235,31.59065,waco,16.25,2812,3094,2862,570.33538818359375,-0.03895231699126931
-97.26235,31.59065,waco,16.21,2812,3094,2862,570.33538818359375,-0.03895231699126931
-97.26234,31.59065,waco,16.24,2812,3094,2862,570.33538818359375,-0.03895231699126931
-97.26234,31.59065,waco,16.3,2812,3094,2862,570.33538818359375,-0.03895231699126931
-97.26234,31.59066,waco,16.37,2812,3094,2862,570.33538818359375,-0.03895231699126931
-97.26234,31.59066,waco,16.46,2812,3094,2862,570.33538818359375,-0.03895231699126931
-97.26234,31.59067,waco,16.46,2812,3094,2862,570.33538818359375,-0.03895231699126931
-97.26234,31.59067,waco,16.45,2812,3094,2862,570.33538818359375,-0.03895231699126931
-97.26234,31.59067,waco,16.43,2812,3094,2862,570.33538818359375,-0.03895231699126931
-97.26234,31.59067,waco,16.49,2812,3094,2862,570.33538818359375,-0.03895231699126931
-97.26233,31.59068,waco,16.49,2812,3094,2862,570.33538818359375,-0.03895231699126931
-97.26233,31.59068,waco,16.5,2812,3094,2862,570.33538818359375,-0.03895231699126931
-97.26233,31.59068,waco,16.54,2812,3094,2862,570.33538818359375,-0.03895231699126931
-97.26233,31.59068,waco,16.54,2812,3094,2862,570.33538818359375,-0.03895231699126931
-97.26233,31.59068,waco,16.55,2812,3094,2862,570.33538818359375,-0.03895231699126931
-97.26232,31.59068,waco,16.54,2812,3094,2862,570.33538818359375,-0.03895231699126931
-97.26232,31.59068,waco,16.51,2812,3094,2862,570.33538818359375,-0.03895231699126931
-97.26232,31.59069,waco,16.51,2812,3094,2862,570.33538818359375,-0.03895231699126931
-97.26232,31.59069,waco,16.49,2812,3094,2862,570.33538818359375,-0.03895231699126931
-97.26231,31.59069,waco,16.6,2812,3094,2862,570.33538818359375,-0.03895231699126931
-97.26231,31.59069,waco,16.62,2812,3094,2862,570.33538818359375,-0.03895231699126931
-97.26231,31.5907,waco,16.63,2844,3106,2867,569.86083984375,-0.040013393604553825
-97.26231,31.5907,waco,16.69,2844,3106,2867,569.86083984375,-0.040013393604553825
-97.26231,31.5907,waco,16.69,2844,3106,2867,569.86083984375,-0.040013393604553825
-97.26231,31.5907,waco,16.72,2844,3106,2867,569.86083984375,-0.040013393604553825
-97.26231,31.59071,waco,16.75,2844,3106,2867,569.86083984375,-0.040013393604553825
-97.26231,31.59071,waco,16.75,2844,3106,2867,569.86083984375,-0.040013393604553825
-97.26231,31.59071,waco,16.72,2844,3106,2867,569.86083984375,-0.040013393604553825
-97.26231,31.59071,waco,16.75,2844,3106,2867,569.86083984375,-0.040013393604553825
-97.26231,31.59071,waco,16.82,2844,3106,2867,569.86083984375,-0.040013393604553825
-97.26231,31.59071,waco,16.92,2844,3106,2867,569.86083984375,-0.040013393604553825
-97.26231,31.59072,waco,16.95,2844,3106,2867,569.86083984375,-0.040013393604553825
-97.26231,31.59072,waco,16.97,2844,3106,2867,569.86083984375,-0.040013393604553825
-97.26231,31.59072,waco,16.97,2844,3106,2867,569.86083984375,-0.040013393604553825
-97.2623,31.59073,waco,17.01,2794,3099,2846,570.44085693359375,-0.04255677039529016
-97.2623,31.59073,waco,17.03,2794,3099,2846,570.44085693359375,-0.04255677039529016
-97.2623,31.59073,waco,16.99,2794,3099,2846,570.44085693359375,-0.04255677039529016
-97.2623,31.59073,waco,17.05,2794,3099,2846,570.44085693359375,-0.04255677039529016
-97.2623,31.59074,waco,17.17,2794,3099,2846,570.44085693359375,-0.04255677039529016
-97.2623,31.59074,waco,17.15,2794,3099,2846,570.44085693359375,-0.04255677039529016
-97.2623,31.59074,waco,17.12,2794,3099,2846,570.44085693359375,-0.04255677039529016
-97.2623,31.59074,waco,17.09,2794,3099,2846,570.44085693359375,-0.04255677039529016
-97.2623,31.59075,waco,17.06,2794,3099,2846,570.44085693359375,-0.04255677039529016
-97.2623,31.59075,waco,17.08,2794,3099,2846,570.44085693359375,-0.04255677039529016
-97.26229,31.59075,waco,17.07,2794,3099,2846,570.44085693359375,-0.04255677039529016
-97.26229,31.59075,waco,17.15,2794,3099,2846,570.44085693359375,-0.04255677039529016
-97.26229,31.59076,waco,17.13,2794,3099,2846,570.44085693359375,-0.04255677039529016
-97.26229,31.59076,waco,17.11,2794,3099,2846,570.44085693359375,-0.04255677039529016
-97.26229,31.59076,waco,17.11,2794,3099,2846,570.44085693359375,-0.04255677039529016
-97.26229,31.59076,waco,17.05,2794,3099,2846,570.44085693359375,-0.04255677039529016
-97.26229,31.59076,waco,17.09,2794,3099,2846,570.44085693359375,-0.04255677039529016
-97.26229,31.59077,waco,17.11,2794,3099,2846,570.44085693359375,-0.04255677039529016
-97.26229,31.59077,waco,17.05,2794,3099,2846,570.44085693359375,-0.04255677039529016
-97.2623,31.59077,waco,17.03,2794,3099,2846,570.44085693359375,-0.04255677039529016
-97.2623,31.59077,waco,17.11,2794,3099,2846,570.44085693359375,-0.04255677039529016
-97.2623,31.59078,waco,17.12,2794,3099,2846,570.44085693359375,-0.04255677039529016
-97.2623,31.59078,waco,17.18,2794,3099,2846,570.44085693359375,-0.04255677039529016
-97.2623,31.59078,waco,17.19,2794,3099,2846,570.44085693359375,-0.04255677039529016
-97.2623,31.59079,waco,17.14,2802,3062,2836,570.03399658203125,-0.03831807392336385
-97.2623,31.59079,waco,17.1,2802,3062,2836,570.03399658203125,-0.03831807392336385
-97.2623,31.59079,waco,17.08,2802,3062,2836,570.03399658203125,-0.03831807392336385
-97.2623,31.5908,waco,17.16,2802,3062,2836,570.03399658203125,-0.03831807392336385
-97.2623,31.5908,waco,17.23,2802,3062,2836,570.03399658203125,-0.03831807392336385
-97.2623,31.5908,waco,17.24,2802,3062,2836,570.03399658203125,-0.03831807392336385
-97.26231,31.59081,waco,17.27,2835,3097,2895,570.82757568359375,-0.033711615487316424
-97.26231,31.59081,waco,17.3,2835,3097,2895,570.82757568359375,-0.033711615487316424
-97.26231,31.59082,waco,17.27,2835,3097,2895,570.82757568359375,-0.033711615487316424
-97.26231,31.59082,waco,17.28,2835,3097,2895,570.82757568359375,-0.033711615487316424
-97.26231,31.59082,waco,17.26,2835,3097,2895,570.82757568359375,-0.033711615487316424
-97.26231,31.59083,waco,17.24,2835,3097,2895,570.82757568359375,-0.033711615487316424
-97.26231,31.59083,waco,17.26,2835,3097,2895,570.82757568359375,-0.033711615487316424
-97.26231,31.59084,waco,17.18,2835,3097,2895,570.82757568359375,-0.033711615487316424
-97.26231,31.59084,waco,17.2,2835,3097,2895,570.82757568359375,-0.033711615487316424
-97.26231,31.59084,waco,17.31,2835,3097,2895,570.82757568359375,-0.033711615487316424
-97.26231,31.59085,waco,17.42,2835,3097,2895,570.82757568359375,-0.033711615487316424
-97.26231,31.59085,waco,17.4,2835,3097,2895,570.82757568359375,-0.033711615487316424
-97.26231,31.59085,waco,17.31,2835,3097,2895,570.82757568359375,-0.033711615487316424
-97.26231,31.59086,waco,17.33,2835,3097,2895,570.82757568359375,-0.033711615487316424
-97.26231,31.59086,waco,17.33,2835,3097,2895,570.82757568359375,-0.033711615487316424
-97.26231,31.59087,waco,17.32,2835,3097,2895,570.82757568359375,-0.033711615487316424
-97.26231,31.59087,waco,17.31,2835,3097,2895,570.82757568359375,-0.033711615487316424
-97.26232,31.59087,waco,17.35,2835,3097,2895,570.82757568359375,-0.033711615487316424
-97.26232,31.59088,waco,17.34,2816,3090,2839,569.75225830078125,-0.042334289087535844
-97.26232,31.59088,waco,17.32,2816,3090,2839,569.75225830078125,-0.042334289087535844
-97.26232,31.59088,waco,17.28,2816,3090,2839,569.75225830078125,-0.042334289087535844
-97.26232,31.59089,waco,17.3,2816,3090,2839,569.75225830078125,-0.042334289087535844
-97.26232,31.59089,waco,17.37,2816,3090,2839,569.75225830078125,-0.042334289087535844
-97.26232,31.59089,waco,17.38,2816,3090,2839,569.75225830078125,-0.042334289087535844
-97.26232,31.59089,waco,17.34,2816,3090,2839,569.75225830078125,-0.042334289087535844
-97.26232,31.5909,waco,17.26,2816,3090,2839,569.75225830078125,-0.042334289087535844
-97.26232,31.5909,waco,17.29,2816,3090,2839,569.75225830078125,-0.042334289087535844
-97.26232,31.5909,waco,17.35,2816,3090,2839,569.75225830078125,-0.042334289087535844
-97.26232,31.59091,waco,17.3,2816,3090,2839,569.75225830078125,-0.042334289087535844
-97.26232,31.59091,waco,17.37,2816,3090,2839,569.75225830078125,-0.042334289087535844
-97.26232,31.59092,waco,17.39,2816,3090,2839,569.75225830078125,-0.042334289087535844
-97.26232,31.59092,waco,17.4,2816,3090,2839,569.75225830078125,-0.042334289087535844
-97.26232,31.59092,waco,17.44,2816,3090,2839,569.75225830078125,-0.042334289087535844
-97.26232,31.59092,waco,17.45,2816,3090,2839,569.75225830078125,-0.042334289087535844
-97.26231,31.59093,waco,17.52,2816,3090,2839,569.75225830078125,-0.042334289087535844
-97.26231,31.59093,waco,17.57,2816,3090,2839,569.75225830078125,-0.042334289087535844
-97.26231,31.59093,waco,17.58,2816,3090,2839,569.75225830078125,-0.042334289087535844
-97.26231,31.59094,waco,17.57,2816,3090,2839,569.75225830078125,-0.042334289087535844
-97.26231,31.59094,waco,17.62,2816,3090,2839,569.75225830078125,-0.042334289087535844
-97.26231,31.59094,waco,17.63,2816,3090,2839,569.75225830078125,-0.042334289087535844
-97.26231,31.59095,waco,17.65,2816,3090,2839,569.75225830078125,-0.042334289087535844
-97.26231,31.59095,waco,17.62,2816,3090,2839,569.75225830078125,-0.042334289087535844
-97.26231,31.59096,waco,17.59,2816,3090,2839,569.75225830078125,-0.042334289087535844
-97.26231,31.59096,waco,17.56,2816,3090,2839,569.75225830078125,-0.042334289087535844
-97.26231,31.59096,waco,17.54,2816,3090,2839,569.75225830078125,-0.042334289087535844
-97.26231,31.59096,waco,17.53,2816,3090,2839,569.75225830078125,-0.042334289087535844
-97.26231,31.59097,waco,17.57,2758,3074,2809,570.2972412109375,-0.04504504504504504
-97.26231,31.59097,waco,17.61,2758,3074,2809,570.2972412109375,-0.04504504504504504
-97.26231,31.59097,waco,17.7,2758,3074,2809,570.2972412109375,-0.04504504504504504
-97.26231,31.59098,waco,17.68,2758,3074,2809,570.2972412109375,-0.04504504504504504
-97.26231,31.59098,waco,17.67,2758,3074,2809,570.2972412109375,-0.04504504504504504
-97.26231,31.59098,waco,17.67,2758,3074,2809,570.2972412109375,-0.04504504504504504
-97.26231,31.59098,waco,17.7,2758,3074,2809,570.2972412109375,-0.04504504504504504
-97.26231,31.59098,waco,17.65,2758,3074,2809,570.2972412109375,-0.04504504504504504
-97.26231,31.59099,waco,17.65,2758,3074,2809,570.2972412109375,-0.04504504504504504
-97.26232,31.59099,waco,17.67,2758,3074,2809,570.2972412109375,-0.04504504504504504
-97.26231,31.59099,waco,17.69,2758,3074,2809,570.2972412109375,-0.04504504504504504
-97.26231,31.59099,waco,17.7,2758,3074,2809,570.2972412109375,-0.04504504504504504
-97.26231,31.591,waco,17.69,2758,3074,2809,570.2972412109375,-0.04504504504504504
-97.26231,31.591,waco,17.67,2758,3074,2809,570.2972412109375,-0.04504504504504504
-97.26231,31.591,waco,17.64,2758,3074,2809,570.2972412109375,-0.04504504504504504
-97.26231,31.591,waco,17.53,2758,3074,2809,570.2972412109375,-0.04504504504504504
-97.26231,31.59101,waco,17.42,2758,3074,2809,570.2972412109375,-0.04504504504504504
-97.26231,31.59101,waco,17.37,2758,3074,2809,570.2972412109375,-0.04504504504504504
-97.26231,31.59101,waco,17.37,2758,3074,2809,570.2972412109375,-0.04504504504504504
-97.26231,31.59102,waco,17.4,2758,3074,2809,570.2972412109375,-0.04504504504504504
-97.26231,31.59102,waco,17.37,2758,3074,2809,570.2972412109375,-0.04504504504504504
-97.26231,31.59102,waco,17.32,2758,3074,2809,570.2972412109375,-0.04504504504504504
-97.26231,31.59103,waco,17.33,2758,3074,2809,570.2972412109375,-0.04504504504504504
-97.26231,31.59103,waco,17.33,2758,3074,2809,570.2972412109375,-0.04504504504504504
-97.26231,31.59104,waco,17.32,2758,3074,2809,570.2972412109375,-0.04504504504504504
-97.26231,31.59104,waco,17.35,2758,3074,2809,570.2972412109375,-0.04504504504504504
-97.26231,31.59105,waco,17.34,2758,3074,2809,570.2972412109375,-0.04504504504504504
-97.26231,31.59105,waco,17.4,2758,3074,2809,570.2972412109375,-0.04504504504504504
-97.26231,31.59105,waco,17.42,2758,3074,2809,570.2972412109375,-0.04504504504504504
-97.26231,31.59106,waco,17.47,2782,3075,2823,570.12445068359375,-0.042726347914547304
-97.26231,31.59106,waco,17.48,2782,3075,2823,570.12445068359375,-0.042726347914547304
-97.26231,31.59106,waco,17.49,2782,3075,2823,570.12445068359375,-0.042726347914547304
-97.26231,31.59107,waco,17.48,2782,3075,2823,570.12445068359375,-0.042726347914547304
-97.26231,31.59107,waco,17.46,2782,3075,2823,570.12445068359375,-0.042726347914547304
-97.26231,31.59108,waco,17.43,2782,3075,2823,570.12445068359375,-0.042726347914547304
-97.26231,31.59108,waco,17.42,2782,3075,2823,570.12445068359375,-0.042726347914547304
-97.26231,31.59108,waco,17.38,2782,3075,2823,570.12445068359375,-0.042726347914547304
-97.26231,31.59109,waco,17.37,2782,3075,2823,570.12445068359375,-0.042726347914547304
-97.26231,31.59109,waco,17.38,2782,3075,2823,570.12445068359375,-0.042726347914547304
-97.26231,31.59109,waco,17.45,2782,3075,2823,570.12445068359375,-0.042726347914547304
-97.26231,31.59109,waco,17.43,2782,3075,2823,570.12445068359375,-0.042726347914547304
-97.26231,31.5911,waco,17.47,2782,3075,2823,570.12445068359375,-0.042726347914547304
-97.26231,31.5911,waco,17.4,2782,3075,2823,570.12445068359375,-0.042726347914547304
-97.26231,31.5911,waco,17.37,2782,3075,2823,570.12445068359375,-0.042726347914547304
-97.26232,31.59111,waco,17.4,2782,3075,2823,570.12445068359375,-0.042726347914547304
-97.26232,31.59111,waco,17.48,2782,3075,2823,570.12445068359375,-0.042726347914547304
-97.26232,31.59111,waco,17.48,2782,3075,2823,570.12445068359375,-0.042726347914547304
-97.26232,31.59112,waco,17.53,2782,3075,2823,570.12445068359375,-0.042726347914547304
-97.26231,31.59112,waco,17.66,2782,3075,2823,570.12445068359375,-0.042726347914547304
-97.26231,31.59113,waco,17.73,2782,3075,2823,570.12445068359375,-0.042726347914547304
-97.26231,31.59113,waco,17.73,2782,3075,2823,570.12445068359375,-0.042726347914547304
-97.26231,31.59113,waco,17.79,2782,3075,2823,570.12445068359375,-0.042726347914547304
-97.26231,31.59114,waco,17.87,2782,3075,2823,570.12445068359375,-0.042726347914547304
-97.26231,31.59114,waco,17.86,2782,3075,2823,570.12445068359375,-0.042726347914547304
-97.26231,31.59114,waco,17.83,2782,3075,2823,570.12445068359375,-0.042726347914547304
-97.26231,31.59114,waco,17.87,2782,3075,2823,570.12445068359375,-0.042726347914547304
-97.26231,31.59115,waco,17.94,2737,3112,2789,570.180908203125,-0.05473648534146755
-97.26231,31.59115,waco,18.01,2737,3112,2789,570.180908203125,-0.05473648534146755
-97.26231,31.59115,waco,18.04,2737,3112,2789,570.180908203125,-0.05473648534146755
-97.26231,31.59115,waco,17.98,2737,3112,2789,570.180908203125,-0.05473648534146755
-97.26231,31.59116,waco,18.03,2737,3112,2789,570.180908203125,-0.05473648534146755
-97.26231,31.59116,waco,18.08,2737,3112,2789,570.180908203125,-0.05473648534146755
-97.26231,31.59116,waco,18.02,2737,3112,2789,570.180908203125,-0.05473648534146755
-97.26231,31.59117,waco,17.98,2737,3112,2789,570.180908203125,-0.05473648534146755
-97.26231,31.59117,waco,18.03,2737,3112,2789,570.180908203125,-0.05473648534146755
-97.26231,31.59117,waco,18.07,2737,3112,2789,570.180908203125,-0.05473648534146755
-97.26231,31.59117,waco,18.05,2737,3112,2789,570.180908203125,-0.05473648534146755
-97.26231,31.59118,waco,18.11,2737,3112,2789,570.180908203125,-0.05473648534146755
-97.26231,31.59118,waco,18.17,2737,3112,2789,570.180908203125,-0.05473648534146755
-97.26231,31.59118,waco,18.2,2737,3112,2789,570.180908203125,-0.05473648534146755
-97.26231,31.59118,waco,18.16,2737,3112,2789,570.180908203125,-0.05473648534146755
-97.26231,31.59119,waco,18.16,2737,3112,2789,570.180908203125,-0.05473648534146755
-97.2623,31.59119,waco,18.15,2777,3080,2784,569.11712646484375,-0.0504774897680764
-97.2623,31.59119,waco,18.16,2777,3080,2784,569.11712646484375,-0.0504774897680764
-97.2623,31.59119,waco,18.18,2777,3080,2784,569.11712646484375,-0.0504774897680764
-97.2623,31.5912,waco,18.18,2777,3080,2784,569.11712646484375,-0.0504774897680764
-97.2623,31.5912,waco,18.18,2777,3080,2784,569.11712646484375,-0.0504774897680764
-97.2623,31.5912,waco,18.26,2777,3080,2784,569.11712646484375,-0.0504774897680764
-97.26229,31.59121,waco,18.22,2777,3080,2784,569.11712646484375,-0.0504774897680764
-97.26229,31.59121,waco,18.16,2777,3080,2784,569.11712646484375,-0.0504774897680764
-97.26229,31.59121,waco,18.21,2777,3080,2784,569.11712646484375,-0.0504774897680764
-97.2623,31.59121,waco,18.22,2777,3080,2784,569.11712646484375,-0.0504774897680764
-97.26229,31.59121,waco,18.12,2777,3080,2784,569.11712646484375,-0.0504774897680764
-97.26229,31.59121,waco,18.06,2777,3080,2784,569.11712646484375,-0.0504774897680764
-97.26229,31.59122,waco,18.04,2777,3080,2784,569.11712646484375,-0.0504774897680764
-97.26229,31.59122,waco,18.07,2777,3080,2784,569.11712646484375,-0.0504774897680764
-97.26229,31.59122,waco,18.03,2777,3080,2784,569.11712646484375,-0.0504774897680764
-97.26229,31.59122,waco,18.02,2777,3080,2784,569.11712646484375,-0.0504774897680764
-97.26229,31.59122,waco,18.01,2777,3080,2784,569.11712646484375,-0.0504774897680764
-97.26229,31.59122,waco,17.98,2777,3080,2784,569.11712646484375,-0.0504774897680764
-97.26229,31.59122,waco,17.9,2777,3080,2784,569.11712646484375,-0.0504774897680764
-97.26229,31.59122,waco,17.8,2777,3080,2784,569.11712646484375,-0.0504774897680764
-97.26229,31.59124,waco,17.77,2784,3085,2760,568.4195556640625,-0.055603079555175364
-97.26229,31.59124,waco,17.7,2784,3085,2760,568.4195556640625,-0.055603079555175364
-97.26229,31.59124,waco,17.61,2784,3085,2760,568.4195556640625,-0.055603079555175364
-97.26229,31.59125,waco,17.64,2784,3085,2760,568.4195556640625,-0.055603079555175364
-97.26229,31.59125,waco,17.7,2784,3085,2760,568.4195556640625,-0.055603079555175364
-97.26229,31.59125,waco,17.73,2784,3085,2760,568.4195556640625,-0.055603079555175364
-97.26229,31.59126,waco,17.77,2784,3085,2760,568.4195556640625,-0.055603079555175364
-97.26229,31.59126,waco,17.76,2784,3085,2760,568.4195556640625,-0.055603079555175364
-97.26229,31.59126,waco,17.83,2784,3085,2760,568.4195556640625,-0.055603079555175364
-97.26228,31.59126,waco,17.87,2784,3085,2760,568.4195556640625,-0.055603079555175364
-97.26228,31.59127,waco,17.94,2784,3085,2760,568.4195556640625,-0.055603079555175364
-97.26228,31.59127,waco,17.94,2784,3085,2760,568.4195556640625,-0.055603079555175364
-97.26228,31.59128,waco,17.95,2784,3085,2760,568.4195556640625,-0.055603079555175364
-97.26228,31.59128,waco,17.92,2784,3085,2760,568.4195556640625,-0.055603079555175364
-97.26228,31.59129,waco,17.88,2784,3085,2760,568.4195556640625,-0.055603079555175364
-97.26228,31.59129,waco,17.95,2784,3085,2760,568.4195556640625,-0.055603079555175364
-97.26228,31.59129,waco,17.97,2784,3085,2760,568.4195556640625,-0.055603079555175364
-97.26228,31.5913,waco,17.9,2784,3085,2760,568.4195556640625,-0.055603079555175364
-97.26228,31.5913,waco,17.85,2784,3085,2760,568.4195556640625,-0.055603079555175364
-97.26228,31.5913,waco,17.84,2784,3085,2760,568.4195556640625,-0.055603079555175364
-97.26228,31.5913,waco,17.77,2784,3085,2760,568.4195556640625,-0.055603079555175364
-97.26228,31.59131,waco,17.76,2784,3085,2760,568.4195556640625,-0.055603079555175364
-97.26228,31.59131,waco,17.73,2784,3085,2760,568.4195556640625,-0.055603079555175364
-97.26228,31.59131,waco,17.68,2784,3085,2760,568.4195556640625,-0.055603079555175364
-97.26228,31.59132,waco,17.69,2784,3085,2760,568.4195556640625,-0.055603079555175364
-97.26228,31.59132,waco,17.76,2784,3085,2760,568.4195556640625,-0.055603079555175364
-97.26228,31.59132,waco,17.77,2784,3085,2760,568.4195556640625,-0.055603079555175364
-97.26228,31.59133,waco,17.8,2748,3060,2751,569.05340576171875,-0.05317501290655653
-97.26228,31.59133,waco,17.8,2748,3060,2751,569.05340576171875,-0.05317501290655653
-97.26228,31.59133,waco,17.8,2748,3060,2751,569.05340576171875,-0.05317501290655653
-97.26228,31.59134,waco,17.79,2748,3060,2751,569.05340576171875,-0.05317501290655653
-97.26228,31.59134,waco,17.73,2748,3060,2751,569.05340576171875,-0.05317501290655653
-97.26228,31.59134,waco,17.77,2748,3060,2751,569.05340576171875,-0.05317501290655653
-97.26228,31.59135,waco,17.73,2748,3060,2751,569.05340576171875,-0.05317501290655653
-97.26228,31.59135,waco,17.78,2748,3060,2751,569.05340576171875,-0.05317501290655653
-97.26228,31.59135,waco,17.76,2748,3060,2751,569.05340576171875,-0.05317501290655653
-97.26227,31.59136,waco,17.8,2748,3060,2751,569.05340576171875,-0.05317501290655653
-97.26227,31.59136,waco,17.79,2748,3060,2751,569.05340576171875,-0.05317501290655653
-97.26227,31.59137,waco,17.74,2748,3060,2751,569.05340576171875,-0.05317501290655653
-97.26227,31.59137,waco,17.71,2748,3060,2751,569.05340576171875,-0.05317501290655653
-97.26227,31.59137,waco,17.66,2748,3060,2751,569.05340576171875,-0.05317501290655653
-97.26227,31.59138,waco,17.63,2748,3060,2751,569.05340576171875,-0.05317501290655653
-97.26227,31.59138,waco,17.59,2748,3060,2751,569.05340576171875,-0.05317501290655653
-97.26227,31.59138,waco,17.6,2748,3060,2751,569.05340576171875,-0.05317501290655653
-97.26227,31.59138,waco,17.6,2748,3060,2751,569.05340576171875,-0.05317501290655653
-97.26227,31.59138,waco,17.58,2748,3060,2751,569.05340576171875,-0.05317501290655653
-97.26227,31.59139,waco,17.62,2748,3060,2751,569.05340576171875,-0.05317501290655653
-97.26227,31.59139,waco,17.67,2748,3060,2751,569.05340576171875,-0.05317501290655653
-97.26226,31.59139,waco,17.69,2748,3060,2751,569.05340576171875,-0.05317501290655653
-97.26226,31.5914,waco,17.69,2748,3060,2751,569.05340576171875,-0.05317501290655653
-97.26226,31.5914,waco,17.75,2748,3060,2751,569.05340576171875,-0.05317501290655653
-97.26226,31.5914,waco,17.72,2748,3060,2751,569.05340576171875,-0.05317501290655653
-97.26226,31.59141,waco,17.72,2748,3060,2751,569.05340576171875,-0.05317501290655653
-97.26226,31.59141,waco,17.68,2748,3060,2751,569.05340576171875,-0.05317501290655653
-97.26226,31.59141,waco,17.63,2748,3060,2751,569.05340576171875,-0.05317501290655653
-97.26226,31.59142,waco,17.65,2739,3068,2738,568.8905029296875,-0.056837754047537034
-97.26226,31.59142,waco,17.68,2739,3068,2738,568.8905029296875,-0.056837754047537034
-97.26226,31.59142,waco,17.68,2739,3068,2738,568.8905029296875,-0.056837754047537034
-97.26226,31.59143,waco,17.63,2739,3068,2738,568.8905029296875,-0.056837754047537034
-97.26226,31.59143,waco,17.6,2739,3068,2738,568.8905029296875,-0.056837754047537034
-97.26226,31.59143,waco,17.62,2739,3068,2738,568.8905029296875,-0.056837754047537034
-97.26225,31.59143,waco,17.62,2739,3068,2738,568.8905029296875,-0.056837754047537034
-97.26225,31.59144,waco,17.59,2739,3068,2738,568.8905029296875,-0.056837754047537034
-97.26225,31.59144,waco,17.56,2739,3068,2738,568.8905029296875,-0.056837754047537034
-97.26225,31.59145,waco,17.53,2739,3068,2738,568.8905029296875,-0.056837754047537034
-97.26225,31.59145,waco,17.56,2739,3068,2738,568.8905029296875,-0.056837754047537034
-97.26225,31.59145,waco,17.58,2739,3068,2738,568.8905029296875,-0.056837754047537034
-97.26226,31.59146,waco,17.6,2739,3068,2738,568.8905029296875,-0.056837754047537034
-97.26226,31.59146,waco,17.59,2739,3068,2738,568.8905029296875,-0.056837754047537034
-97.26226,31.59146,waco,17.63,2739,3068,2738,568.8905029296875,-0.056837754047537034
-97.26226,31.59146,waco,17.57,2739,3068,2738,568.8905029296875,-0.056837754047537034
-97.26226,31.59147,waco,17.56,2739,3068,2738,568.8905029296875,-0.056837754047537034
-97.26225,31.59147,waco,17.63,2739,3068,2738,568.8905029296875,-0.056837754047537034
-97.26225,31.59147,waco,17.61,2739,3068,2738,568.8905029296875,-0.056837754047537034
-97.26225,31.59148,waco,17.58,2739,3068,2738,568.8905029296875,-0.056837754047537034
-97.26225,31.59148,waco,17.57,2739,3068,2738,568.8905029296875,-0.056837754047537034
-97.26225,31.59148,waco,17.53,2739,3068,2738,568.8905029296875,-0.056837754047537034
-97.26225,31.59149,waco,17.55,2739,3068,2738,568.8905029296875,-0.056837754047537034
-97.26225,31.5915,waco,17.48,2739,3068,2738,568.8905029296875,-0.056837754047537034
-97.26225,31.5915,waco,17.45,2739,3068,2738,568.8905029296875,-0.056837754047537034
-97.26224,31.5915,waco,17.43,2739,3068,2738,568.8905029296875,-0.056837754047537034
-97.26224,31.59151,waco,17.42,2721,3099,2774,570.28826904296875,-0.05533798739996595
-97.26224,31.59151,waco,17.41,2721,3099,2774,570.28826904296875,-0.05533798739996595
-97.26223,31.59151,waco,17.42,2721,3099,2774,570.28826904296875,-0.05533798739996595
-97.26223,31.59151,waco,17.46,2721,3099,2774,570.28826904296875,-0.05533798739996595
-97.26223,31.59152,waco,17.47,2721,3099,2774,570.28826904296875,-0.05533798739996595
-97.26222,31.59152,waco,17.49,2721,3099,2774,570.28826904296875,-0.05533798739996595
-97.26222,31.59152,waco,17.52,2721,3099,2774,570.28826904296875,-0.05533798739996595
-97.26222,31.59153,waco,17.6,2721,3099,2774,570.28826904296875,-0.05533798739996595
-97.26221,31.59153,waco,17.6,2744,3068,2778,569.9149169921875,-0.04960656859391037
-97.26221,31.59153,waco,17.64,2744,3068,2778,569.9149169921875,-0.04960656859391037
-97.26221,31.59154,waco,17.65,2744,3068,2778,569.9149169921875,-0.04960656859391037
-97.26221,31.59154,waco,17.65,2744,3068,2778,569.9149169921875,-0.04960656859391037
-97.26221,31.59154,waco,17.68,2744,3068,2778,569.9149169921875,-0.04960656859391037
-97.26221,31.59154,waco,17.76,2744,3068,2778,569.9149169921875,-0.04960656859391037
-97.26221,31.59155,waco,17.8,2744,3068,2778,569.9149169921875,-0.04960656859391037
-97.26221,31.59155,waco,17.87,2744,3068,2778,569.9149169921875,-0.04960656859391037
-97.26221,31.59155,waco,17.83,2744,3068,2778,569.9149169921875,-0.04960656859391037
-97.26221,31.59155,waco,17.79,2744,3068,2778,569.9149169921875,-0.04960656859391037
-97.262200000000007,31.59156,waco,17.79,2744,3068,2778,569.9149169921875,-0.04960656859391037
-97.262200000000007,31.59156,waco,17.79,2744,3068,2778,569.9149169921875,-0.04960656859391037
-97.262200000000007,31.59156,waco,17.77,2744,3068,2778,569.9149169921875,-0.04960656859391037
-97.262200000000007,31.59156,waco,17.73,2744,3068,2778,569.9149169921875,-0.04960656859391037
-97.262200000000007,31.59157,waco,17.76,2744,3068,2778,569.9149169921875,-0.04960656859391037
